Latitude,Longitude,altitude
52.4131324,-4.0736979,67.05792802278819
52.4123799,-4.0773531,68.72361793796263
52.4123799,-4.0773531,68.72361793796263
52.4123799,-4.0773531,68.72361793796263
52.4123799,-4.0773531,68.72361793796263
52.4123799,-4.0773531,68.72361793796263
52.4123799,-4.0773531,68.72361793796263
52.4123799,-4.0773531,68.72361793796263
52.4123799,-4.0773531,68.72361793796263
52.4123799,-4.0773531,68.72361793796263
52.4123799,-4.0773531,68.72361793796263
52.4123799,-4.0773531,68.72361793796263
52.4131779,-4.0737857,68.40827309232353
52.4131779,-4.0737857,68.40827309232353
52.4131779,-4.0737857,68.40827309232353
52.4131779,-4.0737857,68.40827309232353
52.4131779,-4.0737857,68.40827309232353
52.4131779,-4.0737857,68.40827309232353
52.4131511,-4.0739015,68.78425166740682
52.4131511,-4.0739015,68.78425166740682
52.4131511,-4.0739015,68.78425166740682
52.4131511,-4.0739015,68.78425166740682
52.4131511,-4.0739015,68.78425166740682
52.4131511,-4.0739015,68.78425166740682
52.4131511,-4.0739015,68.78425166740682
52.4131511,-4.0739015,68.78425166740682
